number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
115,8.791410073172301e-05,2026-05-19 10:02:32.870960,2026-05-19 10:02:33.419913,0 days 00:00:00.548953,128,4.0401633748510335,0.10078627233116927,0.008043173611924033,6,0.5989815583480684,2000,PRUNED
116,0.0007819219026714563,2026-05-19 10:02:33.428032,2026-05-19 10:02:33.851429,0 days 00:00:00.423397,128,5.1576189251596976,3.149136302217566,0.001071503111865808,4,0.45759240613427266,1000,PRUNED
117,0.0033181149046868086,2026-05-19 10:02:33.859380,2026-05-19 10:02:34.093341,0 days 00:00:00.233961,80,2.141066585738193,0.520266742223265,0.000320530255285142,5,0.40302245574119827,2000,PRUNED
118,7.552104216301814e-05,2026-05-19 10:02:34.102190,2026-05-19 10:02:35.054683,0 days 00:00:00.952493,112,3.5451238378608947,1.2530749626038784,0.0017153692224046765,4,0.3663997848666229,2000,PRUNED
119,0.0008297587046399713,2026-05-19 10:02:35.061664,2026-05-19 10:02:35.306439,0 days 00:00:00.244775,96,9.672782192877385,0.5792538620103178,0.009175051499065074,4,0.552543053244566,4000,PRUNED
120,0.0012722292449325323,2026-05-19 10:02:35.317603,2026-05-19 10:02:35.562172,0 days 00:00:00.244569,128,2.83396661906199,0.7030190624355384,0.006595420861159991,5,0.62060432358006,2000,PRUNED
121,0.0009565544896759093,2026-05-19 10:02:35.569136,2026-05-19 10:02:35.817410,0 days 00:00:00.248274,96,6.008951400543029,5.814533530375594,0.00575639223096571,5,0.4333355752268234,1000,PRUNED
122,0.0012371860211715102,2026-05-19 10:02:35.824488,2026-05-19 10:02:36.087936,0 days 00:00:00.263448,96,7.711590038146644,8.683127458666958,0.007046838966979039,5,0.4999839024412811,1000,PRUNED
123,0.0017051479080691934,2026-05-19 10:02:36.094615,2026-05-19 10:02:36.359212,0 days 00:00:00.264597,96,6.821859201651604,6.5880288436134125,0.008560674432416293,5,0.5702909754388653,1000,PRUNED
124,0.0031924538780003786,2026-05-19 10:02:36.366237,2026-05-19 10:02:36.534767,0 days 00:00:00.168530,80,5.698250032137801,4.5846973183257695,0.00744422875629825,2,0.4535149755785721,1000,PRUNED
125,0.0020049172453582287,2026-05-19 10:02:36.543132,2026-05-19 10:02:36.748977,0 days 00:00:00.205845,32,4.669034203742762,2.5373410930812215,0.0024017694583047832,4,0.44687041483670165,1000,PRUNED
126,2.835307213899796e-06,2026-05-19 10:02:36.756895,2026-05-19 10:02:41.178955,0 days 00:00:04.422060,96,4.310030229821656,3.9562222657609145,0.006433246798680863,5,0.3400562057417516,3000,COMPLETE
127,0.002124517923220992,2026-05-19 10:02:41.190865,2026-05-19 10:02:41.413053,0 days 00:00:00.222188,128,2.505761941158619,1.9405626814205925,0.005983166495652757,4,0.3150486843026981,2000,PRUNED
128,0.00013351436064112931,2026-05-19 10:02:41.421195,2026-05-19 10:02:41.967929,0 days 00:00:00.546734,112,4.246265933782106,3.6258407276731646,0.0004921806395018145,6,0.33970894574347843,3000,PRUNED
