number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
98,0.022670308127999306,2026-05-17 19:21:46.075864,2026-05-17 19:21:46.306042,0 days 00:00:00.230178,0.9548777822688381,0.993786178270062,80,36.238570461562574,0.21241822560444873,0.001550463133095072,6,0.5110269079730512,3000,PRUNED
99,0.0367862693965435,2026-05-17 19:21:46.312281,2026-05-17 19:21:46.551264,0 days 00:00:00.238983,0.9425372780153538,0.9998270378238518,32,9.266162872268993,0.9805960481052266,0.0003072309884198092,6,0.400721927618602,5000,PRUNED
100,0.003373820101842284,2026-05-17 19:21:46.557298,2026-05-17 19:21:46.793057,0 days 00:00:00.235759,0.8856654628731359,0.9992688684661791,48,6.52753388016635,0.32201874482029164,0.0018887285310633885,6,0.6246275242978826,1000,PRUNED
101,0.004380675032734871,2026-05-17 19:21:46.799136,2026-05-17 19:21:47.179786,0 days 00:00:00.380650,0.8906222730807037,0.9997612814650035,96,40.89785034262883,5.271843072038702,0.0033522618113059964,5,0.37686316117400404,4000,PRUNED
102,0.003666508011519909,2026-05-17 19:21:47.186301,2026-05-17 19:21:47.375020,0 days 00:00:00.188719,0.897608083038789,0.9995816752885908,112,45.46343355803393,4.10032143415994,0.003599269093955029,4,0.3917893841143589,4000,PRUNED
103,0.003061037976294756,2026-05-17 19:21:47.381071,2026-05-17 19:21:47.592209,0 days 00:00:00.211138,0.8952617329393275,0.9988777519535882,96,52.15814083613067,3.2448690443658292,0.004175455204392814,5,0.38152886783449563,4000,PRUNED
104,0.0023569385521113873,2026-05-17 19:21:47.598240,2026-05-17 19:21:58.878802,0 days 00:00:11.280562,0.9012193946857696,0.9985760336085832,112,59.69303723750052,1.3901075227911674,0.0028434115376025585,4,0.31152541259524297,4000,COMPLETE
105,0.019059496000409126,2026-05-17 19:21:58.886939,2026-05-17 19:21:59.085107,0 days 00:00:00.198168,0.903359501986021,0.9985498519081889,112,73.07764657404918,1.475960453962642,0.00038640119814783086,4,0.3127549908049112,4000,PRUNED
106,0.00541447289288044,2026-05-17 19:21:59.091889,2026-05-17 19:21:59.260506,0 days 00:00:00.168617,0.879498909991637,0.9982752364280892,128,57.779640476294325,0.6911521285825151,0.002877624540691978,3,0.3227513323184437,4000,PRUNED
107,0.05970541015267372,2026-05-17 19:21:59.266713,2026-05-17 19:21:59.411167,0 days 00:00:00.144454,0.962763104531352,0.9980920942692435,48,65.92580659861302,0.5483171908169604,0.00018625121390912486,2,0.6048730408815405,1000,PRUNED
108,0.007968615740537643,2026-05-17 19:21:59.417932,2026-05-17 19:21:59.612867,0 days 00:00:00.194935,0.8633147402319525,0.9989545237703963,112,1.3879868512868125,1.0252692863555193,0.0024662186079651037,4,0.3389074012231951,4000,PRUNED
