number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
106,0.0022055471781641245,2026-05-19 00:40:17.171844,2026-05-19 00:40:17.413854,0 days 00:00:00.242010,112,2.7468541821511416,0.5499614280938012,0.006818936447057226,4,0.5798869354048547,1000,PRUNED
107,0.011459244415163994,2026-05-19 00:40:17.420891,2026-05-19 00:40:17.611852,0 days 00:00:00.190961,96,1.7347270154899757,0.6577685283655574,0.0002124768869749892,3,0.4870697666691079,1000,PRUNED
108,0.0009928495856001973,2026-05-19 00:40:17.618881,2026-05-19 00:40:17.903379,0 days 00:00:00.284498,112,2.5428765196478946,1.5258320252254103,0.004533992732017873,6,0.5385614647237764,1000,PRUNED
109,0.002128790132701397,2026-05-19 00:40:17.909624,2026-05-19 00:40:18.070723,0 days 00:00:00.161099,112,2.1131578464843304,0.47542061602259067,0.003583885255028772,3,0.3185233222772997,1000,PRUNED
110,0.0005384337273426354,2026-05-19 00:40:18.077093,2026-05-19 00:40:18.302671,0 days 00:00:00.225578,96,3.458292489908965,0.06493584997637615,0.004994588017402643,4,0.44220728485644023,1000,PRUNED
111,0.02399303950369358,2026-05-19 00:40:18.309658,2026-05-19 00:40:18.563800,0 days 00:00:00.254142,112,1.8861882308490203,0.9157886734891487,0.008130485217921979,5,0.5174838609509217,1000,PRUNED
112,0.0005710786208510399,2026-05-19 00:40:18.570505,2026-05-19 00:40:18.798124,0 days 00:00:00.227619,32,4.0054964590322415,0.39629153308350423,0.008827451890772496,5,0.5451946812094847,3000,PRUNED
113,0.0005263687926344573,2026-05-19 00:40:18.805687,2026-05-19 00:40:19.026736,0 days 00:00:00.221049,32,1.5817770102790942,0.26174929889097187,0.0058921149070581885,5,0.4688097796824635,3000,PRUNED
114,0.0007283319137059152,2026-05-19 00:40:19.034158,2026-05-19 00:40:19.257240,0 days 00:00:00.223082,32,2.933930248234586,0.6252034013866506,0.0074667227827785836,5,0.5275055711945603,1000,PRUNED
115,0.0007527832640334964,2026-05-19 00:40:19.264031,2026-05-19 00:40:19.510193,0 days 00:00:00.246162,112,5.492076293024875,0.012413677541920957,0.009947019028881935,5,0.5095364927251234,3000,PRUNED
116,5.070882252766751e-05,2026-05-19 00:40:19.517263,2026-05-19 00:40:20.008169,0 days 00:00:00.490906,32,8.407721304866184,1.1211360168076332,0.0068898667700808035,5,0.45759240613427266,3000,PRUNED
117,0.0019124805694445968,2026-05-19 00:40:20.015353,2026-05-19 00:40:20.223249,0 days 00:00:00.207896,96,7.048313392156801,0.19023857115066023,0.008645707988552288,3,0.5946553584097559,5000,PRUNED
118,0.0032845926471054554,2026-05-19 00:40:20.231016,2026-05-19 00:40:20.494870,0 days 00:00:00.263854,48,10.523490447001507,0.3681090894587183,0.0006962895121206486,5,0.4070643062363033,1000,PRUNED
119,0.0005242988700047135,2026-05-19 00:40:20.503979,2026-05-19 00:40:20.687698,0 days 00:00:00.183719,32,4.469004414588374,0.453337421259009,0.005314457976054989,3,0.6419658317738997,3000,PRUNED
120,0.0009216496837325394,2026-05-19 00:40:20.696670,2026-05-19 00:40:20.887950,0 days 00:00:00.191280,64,2.282961373733413,0.744368607836889,0.0017111296440131076,4,0.4912847922344663,2000,PRUNED
121,0.0028162519447505474,2026-05-19 00:40:20.895755,2026-05-19 00:40:21.102516,0 days 00:00:00.206761,128,3.713645978406587,0.5347191695015918,0.007794119032120667,5,0.5490727693670654,2000,PRUNED
122,0.010910716839134693,2026-05-19 00:40:21.110089,2026-05-19 00:40:21.324161,0 days 00:00:00.214072,128,3.2193108198703717,0.8384170210798709,0.009118777645993182,5,0.42415485904753014,1000,PRUNED
123,0.004301710054278374,2026-05-19 00:40:21.330879,2026-05-19 00:40:21.543313,0 days 00:00:00.212434,128,6.110495888907646,0.3333543875455503,0.008471975915379801,5,0.47640193198831104,3000,PRUNED
124,0.0005757583421654999,2026-05-19 00:40:21.549733,2026-05-19 00:40:21.767978,0 days 00:00:00.218245,32,50.65520577199631,0.6723045782788055,0.006573364341592028,5,0.5218065599831911,3000,PRUNED
125,9.884034079732373e-05,2026-05-19 00:40:21.774224,2026-05-19 00:40:22.118434,0 days 00:00:00.344210,112,2.800239063881411,0.10843246218991867,0.007772532638190449,4,0.7118580313276798,2000,PRUNED
126,0.0011803553206846118,2026-05-19 00:40:22.125781,2026-05-19 00:40:22.370911,0 days 00:00:00.245130,80,4.931026792537532,1.8470603565174284,0.007151515481933723,6,0.4977169307260261,5000,PRUNED
